Wavelength (microns)	Average Spectral Radiance (W/m^2/sr/m)	Black Body Radiance (W/m^2/sr/m)	Emissivity
0.3	1.2181235374310334e-09	1.4188975392324247e-09	0.8584999999999977
0.3065326633165829	3.9700747229382775e-09	4.571185633780386e-09	0.8685000000000027
0.31306532663316583	1.1971734425833876e-08	1.3993845033119585e-08	0.855500000000005
0.31959798994974875	3.4139811574289817e-08	4.083709518455613e-08	0.8360000000000218
0.32613065326633167	9.61595792781005e-08	1.1393315080343388e-07	0.8440000000000202
0.3326633165829146	2.5626331122434106e-07	3.047126173892368e-07	0.8409999999999768
0.33919597989949746	6.523757274459735e-07	7.831641385906289e-07	0.832999999999974
0.3457286432160804	1.66348696434582e-06	1.938795995741066e-06	0.8579999999999924
0.3522613065326633	3.933296201472949e-06	4.632857716693613e-06	0.8490000000000154
0.3587939698492462	9.052529171593631e-06	1.070671693860899e-05	0.8454999999999748
0.36532663316582914	2.053397522291988e-05	2.3974285140596384e-05	0.8564999999999615
0.37185929648241206	4.431254714815798e-05	5.210176031529277e-05	0.8505000000000283
0.378391959798995	9.284227713694907e-05	0.00011006790413390596	0.8434999999999945
0.38492462311557785	0.00018742962787010378	0.0002263642848672734	0.8280000000000062
0.3914572864321608	0.00037894390128808184	0.0004538250314827459	0.8349999999999758
0.3979899497487437	0.0007477724406549229	0.0008880907846257688	0.8420000000000288
0.4045226130653266	0.001423238036379665	0.0016983747450830817	0.8380000000000251
0.41105527638190953	0.002631072639308612	0.003177623960517632	0.828000000000004
0.41758793969849245	0.004707596461589829	0.005822630131836327	0.8085000000000273
0.42412060301507537	0.008665682055040265	0.010459483470175647	0.8284999999999753
0.4306532663316583	0.015292992181508766	0.01843639804883599	0.8294999999999627
0.4371859296482412	0.02623401929009417	0.031914865316415984	0.8220000000000073
0.4437185929648241	0.04406598639398458	0.05430189327662827	0.8115000000000137
0.45025125628140705	0.07420468008906515	0.09088142080718371	0.8164999999999961
0.4567839195979899	0.12157474319713261	0.1497225901442563	0.8119999999999766
0.4633165829145729	0.20020497732943424	0.24296720549689366	0.8239999999999748
0.46984924623115576	0.3198418586933768	0.3886292329202541	0.8230000000000197
0.4763819095477387	0.4956723129583767	0.6130764538755277	0.8085000000000205
0.4829145728643216	0.7764118906765333	0.9544092079614033	0.8134999999999284
0.4894472361809045	1.189007016287232	1.4670043384180658	0.8104999999995839
0.49597989949748744	1.8020917461803483	2.2275546924429173	0.8089999999973191
0.5025125628140703	2.729564732315368	3.3430064082670934	0.816499999989616
0.5090452261306533	4.013350430024006	4.960878158487594	0.8089999999612049
0.5155778894472361	5.913421444298286	7.282538725560937	0.8119999998822944
0.5221105527638191	8.696860059675439	10.580121729739462	0.8219999997948607
0.528643216080402	12.265602087160627	15.217868706353759	0.8059999940753528
0.535175879396985	17.592356890001387	21.678813431259872	0.8114999903377553
0.5417085427135678	24.98314428744388	30.597850493514645	0.8164999790668032
0.5482412060301507	34.92672911043857	42.80236835619758	0.8159999189713376
0.5547738693467337	47.81589201753345	59.361769943224864	0.8054997696878953
0.5613065326633166	67.48147898300859	81.6473502360688	0.8264993142814541
0.5678391959798995	91.18418930039135	111.40414825481405	0.8184990480949264
0.5743718592964824	121.12160498141833	150.83653766047632	0.802999106582886
0.5809045226130654	162.36951752718804	202.709463349913	0.8009962378860874
0.5874371859296482	219.75281680440628	270.467367942086	0.8124929024763571
0.5939698492462311	291.1743752593507	358.37297897286857	0.812489758836965
0.6005025125628141	383.22725375926353	471.6682418609765	0.8124932309354405
0.607035175879397	504.50692398156866	616.7597822190123	0.8179958202955872
0.6135678391959799	649.9488984714563	801.4313608695878	0.8109851076531789
0.6201005025125628	842.533006476876	1035.085843132134	0.8139740409620523
0.6266331658291457	1067.170959863103	1329.0192379172827	0.8029763072019
0.6331658291457286	1359.0241834740857	1696.7293695113283	0.800966970864361
0.6396984924623115	1772.8466207512693	2154.261723579322	0.822948577392756
0.6462311557788945	2155.995996048068	2720.5949571564597	0.7924722459610433
0.6527638190954774	2742.7244549913503	3418.0684789353527	0.8024193991121102
0.6592964824120603	3421.9655803372198	4272.854390137342	0.8008617350115756
0.6658291457286432	4217.637392831851	5315.475927287403	0.7934637369309278
0.6723618090452261	5286.931279734966	6581.374366383707	0.8033172078372434
0.6788944723618091	6561.209566838842	8111.526133836141	0.8088748601165986
0.685427135678392	8051.180602000481	9953.111624192183	0.8089109120841326
0.6919597989949748	9652.508751372388	12160.236949586262	0.7937763705912658
0.6984924623115578	11966.258087453814	14794.709542992437	0.8088200753573882
0.7050251256281407	14239.381475032165	17926.868209092638	0.7943039079078993
0.7115577889447235	17293.346075439815	21636.467865629016	0.7992684472732935
0.7180904522613065	20881.04853543446	26013.618847550242	0.8026967973124152
0.7246231155778895	25289.745646742158	31159.780259431704	0.8116150189822743
0.7311557788944724	30186.796167733402	37188.806462129345	0.8117172622486195
0.7376884422110552	35792.272225031855	44228.04537115245	0.8092664264194955
0.7442211055276382	42590.280686935206	52419.48683069588	0.8124894626399723
0.7507537688442211	49309.23005619436	61920.95891258028	0.7963253625611467
0.7572864321608039	59303.985398659235	72907.36957748223	0.8134155126202158
0.7638190954773869	68787.17352777784	85571.99073065535	0.8038515049193017
0.7703517587939699	78896.71394079996	100127.78130971994	0.7879602734505118
0.7768844221105528	93208.43929048395	116808.74566166912	0.7979577108075253
0.7834170854271356	108054.46063062399	135871.323103521	0.7952705409977998
0.7899497487437186	123980.48533366187	157595.8042193133	0.7866991507028214
0.7964824120603016	148060.75778093387	182287.7691284045	0.8122363803609833
