x_microns,y_int1_microns
-14345.869173834766,497.80686747199394
-14339.867973594717,497.40265522577835
-14333.866773354672,497.1005491442581
-14327.865573114623,496.93121800240556
-14321.864372874576,496.9120322653506
-14315.863172634527,497.04475290661117
-14309.861972394478,497.31517620973983
-14303.86077215443,497.69473455338647
-14297.859571914381,498.1440531797778
-14291.858371674334,498.61846294661296
-14285.857171434285,499.07546906237496
-14279.855971194238,499.4841758050575
-14273.85477095419,499.83666722431144
-14267.853570714144,500.15828816139947
-14261.852370474095,500.44838914473524
-14255.851170234046,500.6648965714883
-14249.849969993998,500.782206807943
-14243.84876975395,500.79129644872137
-14237.847569513902,500.696878826614
-14231.846369273853,500.51460176886354
-14225.845169033806,500.26828659989627
-14219.843968793759,499.98720839050765
-14213.842768553712,499.70341745349583
-14207.841568313663,499.4491020857474
-14201.840368073614,499.25399255677416
-14195.839167833567,499.14280634370044
-14189.837967593518,499.1327346127
-14183.83676735347,499.2309699468863
-14177.835567113421,499.4322753206511
-14171.834366873374,499.71659432045544
-14165.833166633327,500.0467388241829
-14159.831966393278,500.3857999530294
-14153.83076615323,500.7288525584454
-14147.829565913182,501.0637791006982
-14141.828365673135,501.36966181836584
-14135.827165433086,501.62279430070504
-14129.825965193038,501.8015335775728
-14123.82476495299,501.88999272690205
-14117.82356471294,501.8805739997298
-14111.822364472893,501.7753424627812
-14105.821164232846,501.58624015860505
-14099.819963992799,501.3341407832649
-14093.81876375275,501.04674488158184
-14087.817563512703,500.7553155599337
-14081.816363272654,500.49025471660525
-14075.815163032607,500.2755197896943
-14069.813962792558,500.1218810225699
-14063.812762552509,500.0190192468853
-14057.811562312461,499.9306882004106
-14051.810362072414,499.82869166558845
-14045.809161832367,499.7064704599632
-14039.807961592318,499.56803085395126
-14033.80676135227,499.4238916518443
-14027.805561112222,499.2876925836949
-14021.804360872175,499.1733984190093
-14015.803160632126,499.09309880224635
-14009.801960392077,499.0554038101265
-14003.80076015203,499.0644352307457
-13997.799559911982,499.11941356449915
-13991.798359671935,499.21484074681103
-13985.797159431886,499.34127859267295
-13979.795959191839,499.4867229629888
-13973.79475895179,499.6385736527288
-13967.793558711743,499.7862000008891
-13961.792358471694,499.9241022222611
-13955.791158231645,500.0546238448977
-13949.789957991597,500.1593549820145
-13943.788757751548,500.2006431269439
-13937.787557511503,500.16168489131167
-13931.786357271454,500.04364376406943
-13925.785157031407,499.86056320809166
-13919.783956791358,499.63484199397755
-13913.78275655131,499.39327177105935
-13907.781556311262,499.1636368756132
-13901.780356071213,498.97187637627826
-13895.779155831166,498.8398083566782
-13889.777955591117,498.7834164352485
-13883.776755351071,498.8116985222699
-13877.775555111022,498.92607781410555
-13871.774354870973,499.12037602464386
-13865.773154630926,499.3813488539463
-13859.771954390877,499.6897836941002
-13853.77075415083,500.02216357833333
-13847.76955391078,500.3674003072555
-13841.768353670734,500.74710076454824
-13835.767153430685,501.161413349523
-13829.765953190637,501.5880155273288
-13823.76475295059,501.9924965000708
-13817.763552710541,502.33701392289134
-13811.762352470494,502.58722466501695
-13805.761152230445,502.71748961576725
-13799.759951990398,502.7143525355276
-13793.758751750349,502.5782929516864
-13787.757551510302,502.3237530995347
-13781.756351270253,501.9774389081308
-13775.755151030206,501.5748950311272
-13769.753950790158,501.15535392256214
-13763.75275055011,500.7548589576141
-13757.751550310062,500.39766159832146
-13751.750350070013,500.08589260426237
-13745.749149829966,499.791869277751
-13739.747949589917,499.49891672121123
-13733.74674934987,499.21610840244745
-13727.74554910982,498.9596227791993
-13721.744348869774,498.7478507878331
-13715.743148629726,498.59761875674997
-13709.741948389677,498.52129404917423
-13703.74074814963,498.52477343531683
-13697.739547909581,498.6063541939183
-13691.738347669534,498.7564879431682
-13685.737147429485,498.95841720100225
-13679.735947189438,499.1896946747773
-13673.734746949389,499.4245852803244
-13667.733546709342,499.63735089037766
-13661.732346469293,499.8064178123831
-13655.731146229245,499.9194269956831
-13649.729945989198,499.9791669680794
-13643.72874574915,500.01067871357196
-13637.727545509102,500.0741785531746
-13631.726345269053,500.22751964676064
-13625.725145029004,500.4876976355595
-13619.723944788957,500.8405290251954
-13613.722744548908,501.25173433890876
-13607.72154430886,501.676466803119
-13601.720344068814,502.06728656533585
-13595.719143828766,502.38058044441107
-13589.717943588717,502.5814272131365
-13583.71674334867,502.64690841318594
-13577.715543108621,502.56786470240127
-13571.714342868572,502.3490977344217
-13565.713142628525,502.0080175706602
-13559.711942388476,501.5717356246204
-13553.710742148429,501.0726031385608
-13547.709541908382,500.54219519250125
-13541.708341668334,500.00374024557595
-13535.707141428285,499.46268192430847
-13529.705941188238,498.9167242219765
-13523.70474094819,498.3833751666972
-13517.70354070814,497.89461670115674
-13511.702340468093,497.4873864096644
-13505.701140228044,497.1958660921382
-13499.699939987997,497.0455771860524
-13493.698739747948,497.04928303634495
-13487.697539507903,497.204698013289
-13481.696339267854,497.4940034783236
-13475.695139027806,497.8851705978469
-13469.693938787757,498.33509000497094
-13463.692738547708,498.79450830923724
-13457.691538307661,499.2147714542933
-13451.690338067612,499.5563749235338
-13445.689137827565,499.7993207936977
-13439.687937587516,499.9552816364326
-13433.68673734747,500.0757463044684
-13427.685537107422,500.1848021728494
-13421.684336867374,500.270458422123
-13415.683136627325,500.32455155659534
-13409.681936387276,500.3433379875221
-13403.68073614723,500.3270416376127
-13397.67953590718,500.27932962794233
-13391.678335667133,500.2067160472716
-13385.677135427084,500.1178938037759
-13379.675935187037,500.02299455918137
-13373.67473494699,499.9327767453098
-13367.67353470694,499.85774166303224
-13361.672334466894,499.80717766363
-13355.671134226845,499.78813241256415
-13349.669933986797,499.8043132356535
-13343.668733746748,499.85491554766077
-13337.667533506701,499.9333793632866
-13331.666333266652,500.02631887975775
-13325.665133026603,500.133158983683
-13319.663932786558,500.2746824743369
-13313.662732546509,500.45518779646136
-13307.661532306462,500.6645346116672
-13301.660332066413,500.8839521438204
-13295.659131826365,501.0909553336014
-13289.657931586316,501.26336880223687
-13283.65673134627,501.3824586244047
-13277.65553110622,501.435171910312
-13271.654330866171,501.41548419694584
-13265.653130626126,501.3248546484972
-13259.651930386077,501.1717890659578
-13253.65073014603,500.97051070588924
-13247.64952990598,500.7387389083665
-13241.648329665933,500.49457553409303
-13235.647129425884,500.2524992106888
-13229.645929185837,500.01846738815334
-13223.644728945788,499.78119776737856
-13217.64352870574,499.5117352145467
-13211.642328465692,499.2018853060145
-13205.641128225645,498.8653142884498
-13199.639927985598,498.52857379547766
-13193.638727745549,498.22352559402503
-13187.637527505502,497.981169620725
-13181.636327265453,497.82687530837705
-13175.635127025405,497.77701620246563
-13169.633926785356,497.837007867735
-13163.632726545307,498.0007490848231
-13157.63152630526,498.25146633695135
-13151.630326065213,498.56396158667286
-13145.629125825166,498.90826334267683
-13139.627925585117,499.25468101665257
-13133.626725345068,499.5802625702086
-13127.62552510502,499.8766554518501
-13121.624324864972,500.1602439490896
-13115.623124624924,500.48095879233693
-13109.621924384875,500.8710886811146
-13103.620724144828,501.3244654918702
-13097.619523904781,501.80966239012014
-13091.618323664734,502.281956813395
-13085.617123424685,502.69328453128526
-13079.615923184636,503.00018478257516
-13073.614722944589,503.1697364894786
-13067.61352270454,503.1834855489645
-13061.612322464493,503.03936320118
-13055.611122224444,502.7515954749678
-13049.609921984396,502.34860371047876
-13043.608721744347,501.86889615887816
-13037.607521504302,501.35495065914967
-13031.606321264253,500.845088391991
-13025.605121024204,500.36333871080666
-13019.603920784157,499.9073885507744
-13013.602720544108,499.45830253496325
-13007.60152030406,499.02722857674325
-13001.600320064012,498.6379636068368
-12995.599119823963,498.31675509777006
-12989.597919583915,498.08727617286996
-12983.59671934387,497.9667611560622
-12977.595519103821,497.9633015624743
-12971.594318863772,498.07430252984085
-12965.593118623725,498.2860996907109
-12959.591918383676,498.5747364854593
-12953.590718143629,498.9079019161011
-12947.58951790358,499.24802874090733
-12941.58831766353,499.5565521098258
-12935.587117423484,499.79932864070327
-12929.585917183436,499.9532159363111
-12923.58471694339,500.01381254217426
-12917.58351670334,500.00435834520255
-12911.582316463293,499.9830166799412
-12905.581116223244,500.0134196910624
-12899.579915983197,500.1267659411068
-12893.578715743148,500.32599717582644
-12887.577515503099,500.59432834330755
-12881.576315263052,500.9027087845971
-12875.575115023004,501.21621642407905
-12869.573914782957,501.499384959599
-12863.572714542908,501.72046405233885
-12857.571514302861,501.854612516441
-12851.570314062812,501.886024508382
-12845.569113822765,501.80898871609486
-12839.567913582716,501.62788054784204
-12833.566713342667,501.3560873208363
-12827.56551310262,501.0138664496129
-12821.56431286257,500.6251366341489
-12815.563112622525,500.2132020477338
-12809.561912382476,499.7954027099339
-12803.56071214243,499.3812770410688
-12797.55951190238,498.9858540166406
-12791.558311662333,498.6318004895994
-12785.557111422284,498.3437448445536
-12779.555911182235,498.14353203734197
-12773.554710942188,498.04660826623757
-12767.553510702139,498.05953527478437
-12761.552310462092,498.17863428626583
-12755.551110222044,498.38975956980505
-12749.549909981995,498.6692016380974
-12743.548709741948,498.98572007677507
-12737.547509501901,499.3037060054044
-12731.546309261852,499.587474170114
-12725.545109021803,499.80668466785613
-12719.543908781756,499.94289430229907
-12713.542708541707,499.99723757135297
-12707.54150830166,499.9991678768593
-12701.540308061612,499.9730925186175
-12695.539107821563,499.87244861081064
-12689.537907581516,499.6729371819881
-12683.536707341469,499.38105045416734
-12677.53550710142,499.02385125280114
-12671.534306861371,498.64012275170916
-12665.533106621324,498.27288855296916
-12659.531906381275,497.9633031017744
-12653.530706141228,497.74591243625207
-12647.52950590118,497.6452852722456
-12641.528305661132,497.67401442306
-12635.527105421084,497.8320885541688
-12629.525905181037,498.1076342728863
-12623.524704940988,498.4790285530005
-12617.52350470094,498.9183814943702
-12611.522304460892,499.39638941748507
-12605.521104220843,499.8885582929889
-12599.519903980796,500.3799870478255
-12593.518703740747,500.84719721607206
-12587.5175035007,501.25842523824736
-12581.516303260652,501.5845619907866
-12575.515103020603,501.80274762695404
-12569.513902780556,501.89896132083965
-12563.512702540507,501.86966133197024
-12557.51150230046,501.7224753905332
-12551.510302060411,501.4759414032141
-12545.509101820364,501.15829847964903
-12539.507901580315,500.8053282794888
-12533.506701340268,500.4572466800785
-12527.50550110022,500.15464576475
-12521.504300860171,499.9334861317275
-12515.503100620124,499.8191395236477
-12509.501900380075,499.8194817776939
-12503.500700140026,499.9170360963422
-12497.49949989998,500.0616958633962
-12491.498299659932,500.2175540431804
-12485.497099419883,500.3897653881895
-12479.495899179836,500.57433106033545
-12473.494698939789,500.7591509494976
-12467.49349869974,500.92828757001024
-12461.492298459692,501.0654762729142
-12455.491098219643,501.15688177397686
-12449.489897979594,501.19310099747486
-12443.488697739547,501.17041223574444
-12437.4874974995,501.0912706244964
-12431.486297259451,500.9640499338962
-12425.485097019404,500.8020306754107
-12419.483896779357,500.62163452442036
-12413.482696539308,500.4399050585949
-12407.48149629926,500.271234812038
-12401.480296059211,500.1233386451949
-12395.479095819162,499.992471688764
-12389.477895579115,499.85150300443036
-12383.476695339068,499.65457083700556
-12377.47549509902,499.3851605784547
-12371.47429485897,499.0542570832596
-12365.473094618925,498.69024436475473
-12359.471894378876,498.3302738552863
-12353.470694138829,498.01310123019107
-12347.46949389878,497.7733917955978
-12341.46829365873,497.63749444004924
-12335.467093418683,497.6206841499454
-12329.465893178634,497.72587308880816
-12323.464692938587,497.94379024036755
-12317.463492698538,498.25462961546907
-12311.462292458491,498.63116702280155
-12305.461092218444,499.04334540344803
-12299.459891978397,499.46432872925595
-12293.458691738348,499.8780244650304
-12287.457491498299,500.2886437601075
-12281.456291258251,500.720144989612
-12275.455091018202,501.17696468357195
-12269.453890778155,501.63908919435784
-12263.452690538106,502.07293307981456
-12257.451490298059,502.44055229352216
-12251.450290058012,502.7070591945757
-12245.449089817965,502.8462393768836
-12239.447889577916,502.8443703179866
-12233.446689337867,502.70224184739516
-12227.44548909782,502.43537843444693
-12221.44428885777,502.0724632956827
-12215.443088617723,501.6519643217426
-12209.441888377674,501.21696182378076
-12203.440688137625,500.8081780994004
-12197.43948789758,500.45520881810717
-12191.438287657533,500.16595622628216
-12185.437087417484,499.91548686187025
-12179.435887177435,499.70097531929184
-12173.434686937388,499.57810900476437
-12167.433486697339,499.57687207908253
-12161.432286457291,499.70069446385423
-12155.431086217242,499.93330171877045
-12149.429885977193,500.2448940330182
-12143.428685737148,500.59765433083686
-12137.4274854971,500.95058549121876
-12131.426285257052,501.2636766817519
-12125.425085017003,501.5013988066072
-12119.423884776956,501.6355290686687
-12113.422684536907,501.64730464580776
-12107.42148429686,501.5289054812998
-12101.42028405681,501.28426618838466
-12095.419083816761,500.92921706897215
-12089.417883576714,500.49095424648795
-12083.416683336667,500.0068389128663
-12077.41548309662,499.52692390483526
-12071.414282856571,499.1159596769649
-12065.413082616524,498.8222863116466
-12059.411882376475,498.6725725533419
-12053.410682136428,498.6742918270272
-12047.409481896379,498.8183854121056
-12041.40828165633,499.08211275604276
-12035.407081416282,499.4320889277319
-12029.405881176235,499.8275092105834
-12023.404680936188,500.22356083534055
-12017.403480696139,500.5750218526237
-12011.40228045609,500.8400471451973
-12005.401080216043,500.98414157996734
-11999.399879975996,500.98432029970246
-11993.398679735947,500.8334561544816
-11987.397479495898,500.5448142728692
-11981.39627925585,500.1567737728164
-11975.395079015803,499.73312513328574
-11969.393878775756,499.30780349031176
-11963.392678535707,498.89261015451615
-11957.391478295658,498.510128198328
-11951.39027805561,498.1874622380533
-11945.389077815564,497.9503702170851
-11939.387877575515,497.8187147120605
-11933.386677335466,497.80323376195855
-11927.385477095419,497.9036312201424
-11921.38427685537,498.10798662934434
-11915.383076615324,498.39348461959463
-11909.381876375275,498.72846382909364
-11903.380676135226,499.07578534802684
-11897.379475895179,499.397520685324
-11891.378275655132,499.6609592583601
-11885.377075415083,499.84593540560223
-11879.375875175034,499.95347492219685
-11873.374674934987,500.01535930437956
-11867.373474694938,500.06255539886115
-11861.372274454892,500.07966637027675
-11855.371074214843,500.05688257380706
-11849.369873974794,499.9941818852039
-11843.368673734747,499.8985323827989
-11837.367473494698,499.78141378340223
-11831.36627325465,499.6566576320945
-11825.365073014602,499.53860624590897
-11819.363872774555,499.44059041140713
-11813.362672534506,499.3737258361449
-11807.361472294459,499.3460283540309
-11801.360272054411,499.36184788457706
-11795.359071814362,499.4216211460398
-11789.357871574315,499.5219431224542
-11783.356671334266,499.6559572845598
-11777.355471094219,499.8140645646167
-11771.35427085417,499.98495108511594
-11765.353070614121,500.15714537181
-11759.351870374074,500.3203252563915
-11753.350670134027,500.46388661650207
-11747.34946989398,500.577841173347
-11741.34826965393,500.6541792360947
-11735.347069413883,500.6878776868339
-11729.345869173834,500.67755290837863
-11723.344668933787,500.6257586549236
-11717.343468693738,500.5389288655469
-11711.342268453689,500.426965420563
-11705.341068213642,500.3024708407235
-11699.339867973595,500.179625929267
-11693.338667733547,500.07271235681833
-11687.337467493498,499.99428018913613
-11681.336267253451,499.9529603577096
-11675.335067013402,499.95092207320346
-11669.333866773355,499.98097518175285
-11663.332666533306,500.0238722620571
-11657.331466293257,500.05845199360806
-11651.33026605321,500.07385737691334
-11645.329065813163,500.0657252247317
-11639.327865573114,500.034527401575
-11633.326665333067,499.98423751290767
-11627.32546509302,499.92113695990713
-11621.32426485297,499.85276035978876
-11615.323064612923,499.78698033169366
-11609.321864372874,499.7312316481385
-11603.320664132825,499.6918747520307
-11597.319463892778,499.67369863924426
-11591.318263652729,499.67956310676084
-11585.317063412682,499.710180366372
-11579.315863172635,499.7640360239468
-11573.314662932587,499.8374494242602
-11567.313462692538,499.9247733613863
-11561.312262452491,500.0186161696091
-11555.311062212442,500.0886557236209
-11549.309861972393,500.0755070612774
-11543.308661732346,499.95141654786045
-11537.307461492297,499.71887217609265
-11531.30626125225,499.4013530487105
-11525.305061012203,499.03522318329294
-11519.303860772154,498.6627696393476
-11513.302660532107,498.3263849676525
-11507.30146029206,498.0638939818548
-11501.30026005201,497.9050248523256
-11495.299059811961,497.8690245222722
-11489.297859571914,497.9634184461054
-11483.296659331865,498.1839146500645
-11477.295459091818,498.51545211509824
-11471.294258851769,498.93439348200235
-11465.293058611722,499.4118620788131
-11459.291858371675,499.9182232704588
-11453.290658131627,500.439527972432
-11447.289457891578,501.0201705997572
-11441.28825765153,501.6783858684549
-11435.287057411482,502.38677964352644
-11429.285857171433,503.0909971094576
-11423.284656931386,503.72555045351515
-11417.283456691337,504.2267151836353
-11411.28225645129,504.5424950808891
-11405.281056211243,504.6396557865368
-11399.279855971196,504.5078270236648
-11393.278655731147,504.16067345340724
-11387.277455491097,503.6341341657515
-11381.27625525105,502.9817308049296
-11375.275055011001,502.2669443293916
-11369.273854770954,501.55266040636417
-11363.272654530905,500.88768344099594
-11357.271454290858,500.2903192400823
-11351.27025405081,499.73117896070045
-11345.269053810762,499.1783236570461
-11339.267853570715,498.64828595125624
-11333.266653330666,498.17095188495165
-11327.265453090618,497.77946391713533
-11321.26425285057,497.5036749624359
-11315.263052610522,497.36513751223947
-11309.261852370473,497.3736278387109
-11303.260652130424,497.52520528170254
-11297.259451890379,497.8018066185537
-11291.25825165033,498.17237551677744
-11285.257051410283,498.595527069636
-11279.255851170234,499.0237474146067
-11273.254650930185,499.409128434734
-11267.253450690137,499.7106375428734
-11261.25225045009,499.9029225488215
-11255.251050210041,499.9866516093359
-11249.249849969992,500.00037937649506
-11243.248649729947,500.0206796789828
-11237.247449489898,500.1069236016427
-11231.24624924985,500.2810120335585
-11225.245049009802,500.5374922593534
-11219.243848769753,500.85260037491804
-11213.242648529706,501.1920951205147
-11207.241448289658,501.51788313125775
-11201.24024804961,501.7934356049688
-11195.23904780956,501.98799638740917
-11189.237847569513,502.0795814748869
-11183.236647329466,502.05676993424026
-11177.235447089419,501.9192862401972
-11171.23424684937,501.67737403011023
-11165.23304660932,501.34996127606723
-11159.231846369274,500.9616168743786
-11153.230646129226,500.5382986524396
-11147.229445889177,500.1018927929682
-11141.228245649128,499.66927583169405
-11135.227045409081,499.28636779772637
-11129.225845169034,499.000773633107
-11123.224644928987,498.84027656713687
-11117.223444688938,498.8149187311504
-11111.222244448889,498.91939939117174
-11105.221044208842,499.13563005308896
-11099.219843968793,499.4354464403477
-11093.218643728746,499.783477344163
-11087.217443488697,500.1401703462523
-11081.216243248648,500.4649744140857
-11075.215043008602,500.7196793686557
-11069.213842768555,500.87191222476724
-11063.212642528506,500.8987904038455
-11057.211442288457,500.7907318192635
-11051.21024204841,500.55542183418896
-11045.209041808363,500.2219370919504
-11039.207841568314,499.8445546508356
-11033.206641328265,499.4849302425503
-11027.205441088216,499.18393563109834
-11021.204240848168,498.9694030141409
-11015.203040608123,498.8573318710053
-11009.201840368074,498.85241165040367
-11003.200640128025,498.9488905907028
-10997.199439887978,499.1317906727443
-10991.198239647929,499.37846870521815
-10985.197039407882,499.6605235425849
-10979.195839167833,499.94604943555214
-10973.194638927784,500.2022355140986
-10967.193438687736,500.3983114030535
-10961.192238447691,500.508838970224
-10955.191038207642,500.5173502070756
-10949.189837967593,500.42033124196354
-10943.188637727544,500.23155248591496
-10937.187437487497,499.9867405381157
-10931.18623724745,499.7144058688309
-10925.1850370074,499.3682991152232
-10919.183836767352,498.9294996794008
-10913.182636527305,498.4174824500643
-10907.181436287257,497.8753371936023
-10901.18023604721,497.35720622613854
-10895.179035807161,496.91794036653044
-10889.177835567112,496.6049731703145
-10883.176635327065,496.45241344460504
-10877.175435087018,496.4773560439402
-10871.174234846969,496.67841094708115
-10865.17303460692,497.0364506147588
-10859.171834366873,497.5175756283724
-10853.170634126825,498.078298609637
-10847.169433886778,498.672946421182
-10841.16823364673,499.26328064809894
-10835.16703340668,499.830336360441
-10829.165833166633,500.3858626954266
-10823.164632926586,500.9445809243019
-10817.163432686537,501.4931445317299
-10811.162232446488,502.0016680099922
-10805.16103220644,502.4336638837774
-10799.159831966394,502.75407286065456
-10793.158631726346,502.9355007493807
-10787.157431486297,502.96266214604486
-10781.156231246248,502.8350308880475
-10775.155031006201,502.5676972759158
-10769.153830766154,502.19043206295345
-10763.152630526105,501.7449572127274
-10757.151430286056,501.2804234243893
-10751.150230046009,500.84709442583306
-10745.14902980596,500.4882380346869
-10739.147829565913,500.2302239871428
-10733.146629325865,500.0708285346195
-10727.145429085816,499.9659842700205
-10721.14422884577,499.8403792898954
-10715.143028605722,499.6482459389654
-10709.141828365673,499.3800210298081
-10703.140628125624,499.05102668437513
-10697.139427885575,498.6919255734525
-10691.138227645528,498.3405940106449
-10685.13702740548,498.0354129008841
-10679.135827165434,497.8099765434609
-10673.134626925385,497.6892192895819
-10667.133426685337,497.68696005444946
-10661.13222644529,497.80486468386584
-10655.131026205241,498.0328261753612
-10649.129825965192,498.3507627538454
-10643.128625725143,498.73183380178466
-10637.127425485096,499.14707364390057
-10631.126225245049,499.5714431863947
-10625.125025005002,499.9912994106959
-10619.123824764953,500.3962533506303
-10613.122624524905,500.73142516327744
-10607.121424284858,500.95045971634573
-10601.12022404481,501.0309855943251
-10595.11902380476,500.9707304585156
-10589.117823564711,500.78371109005053
-10583.116623324664,500.4964982793202
-10577.115423084617,500.1445565617935
-10571.114222844568,499.76865880024184
-10565.11302260452,499.4113756133626
-10559.111822364473,499.1136396508008
-10553.110622124426,498.9113847145726
-10547.109421884377,498.83225972688825
-10541.108221644328,498.89241754437484
-10535.10702140428,499.0933786186988
-10529.105821164232,499.4189695035889
-10523.104620924185,499.8323362082587
-10517.103420684136,500.2796744045466
-10511.102220444089,500.7661090715932
-10505.101020204042,501.3138367773372
-10499.099819963993,501.90566885010907
-10493.098619723945,502.49950305821415
-10487.097419483896,503.04194401071027
-10481.096219243847,503.47947495319767
-10475.0950190038,503.76718095861605
-10469.093818763753,503.8750235130592
-10463.092618523704,503.7916664965968
-10457.091418283657,503.5258535591098
-10451.090218043608,503.10533689113737
-10445.08901780356,502.5733573897355
-10439.087817563513,501.98267621934593
-10433.086617323464,501.38715776767907
-10427.085417083415,500.8309039966071
-10421.084216843368,500.33494018806886
-10415.083016603321,499.8819246647846
-10409.081816363272,499.4528048909748
-10403.080616123223,499.08855112684853
-10397.079415883176,498.82443041800593
-10391.078215643129,498.68106176707056
-10385.077015403082,498.66519832367044
-10379.075815163033,498.77088619190505
-10373.074614922984,498.98099985529643
-10367.073414682936,499.26915421922615
-10361.07221444289,499.6019932708572
-10355.07101420284,499.94185535654117
-10349.069813962791,500.24981507671026
-10343.068613722744,500.48910179825464
-10337.067413482697,500.62889478438484
-10331.06621324265,500.64849494198035
-10325.0650130026,500.541873186421
-10319.063812762552,500.322595423906
-10313.062612522504,500.0291241512568
-10307.061412282457,499.7289237577942
-10301.060212042408,499.495562945019
-10295.05901180236,499.3743909344885
-10289.057811562312,499.383219938749
-10283.056611322265,499.5182016875183
-10277.055411082218,499.7592627872092
-10271.054210842169,500.0750980129261
-10265.05301060212,500.4277215329277
-10259.051810362073,500.7765760655627
-10253.050610122023,501.08219996867336
-10247.049409881976,501.30945226146906
-10241.048209641927,501.43029557887047
-10235.047009401878,501.42613705832207
-10229.045809161833,501.2897271590755
-10223.044608921786,501.0266164139427
-10217.043408681737,500.6561701135178
-10211.042208441688,500.2121409228696
-10205.041008201639,499.73837198167905
-10199.039807961592,499.22039541034184
-10193.038607721544,498.6252096463598
-10187.037407481495,497.9670437592167
-10181.036207241446,497.29134522487317
-10175.035007001401,496.6588193302384
-10169.033806761354,496.13225301406504
-10163.032606521305,495.7661231442769
-10157.031406281256,495.5989892317234
-10151.030206041207,495.6486705803592
-10145.02900580116,495.91020787385486
-10139.027805561112,496.356609198635
-10133.026605321063,496.9423805033423
-10127.025405081014,497.60984049473217
-10121.024204840967,498.2982199699938
-10115.023004600922,498.95554558549816
-10109.021804360873,499.553308061978
-10103.020604120824,500.1038826042306
-10097.019403880775,500.6627416938702
-10091.018203640728,501.26323724208305
-10085.01700340068,501.8951648002184
-10079.015803160632,502.520754356871
-10073.014602920583,503.08893349565744
-10067.013402680535,503.54709208550753
-10061.01220244049,503.8503485034707
-10055.011002200441,503.9683173900331
