Wavelength (microns)	Average Spectral Radiance (W/m^2/sr/m)	Black Body Radiance (W/m^2/sr/m)	Emissivity
0.2	6.818119074764866e-22	1.034302044108772e-21	0.6591999999999846
0.3710526315789474	3.6821561478810466e-05	4.741380566418957e-05	0.7766000000000178
0.5421052631578948	25.68833947137978	31.235821341656184	0.8224000000000555
0.7131578947368422	18703.266382377533	22643.17963968282	0.8259999999999789
0.8842105263157896	849229.5828265938	1015824.8598405098	0.8359999999999287
1.055263157894737	9558257.944014346	11341074.92170601	0.842800000000046
1.2263157894736842	48905715.83894793	57658236.07515261	0.8482000000000605
1.3973684210526316	154722074.27529955	180707865.30633712	0.8562000000000759
1.568421052631579	350119140.09175724	412876344.44785696	0.8479999999999384
1.7394736842105263	643945993.9487836	759907946.5998768	0.8474000000000632
1.9105263157894736	1034746930.627755	1199845698.779831	0.862400000000024
2.081578947368421	1482593996.341823	1694005937.3191385	0.8752000000000667
2.2526315789473688	1928539950.7266543	2200022759.213622	0.8765999999999969
2.423684210526316	2400693224.661575	2681140523.4104295	0.8953999999999539
2.5947368421052635	2783980067.118452	3110592253.7634416	0.8950000000000553
2.765789473684211	3134040847.23529	3472236702.0108547	0.9026000000000842
2.936842105263158	3422285888.680819	3759101371.5736294	0.9104000000000497
3.1078947368421055	3644701473.317801	3971128212.3752003	0.9177999999999603
3.278947368421053	3779758811.625511	4112904038.7652316	0.919000000000064
3.45	3884909781.878742	4191745556.623738	0.9267999999999671
